id,en,de,answer,,
1728,"The SNP government in Scotland is - remarkably-- the most successful anti-austerity political movement in Europe, having won a spectacular majority in 2011 on the basis of opposing the cuts proposed (and implemented) by Labour's chancellor Alistair Darling and the subsequent Tory-Lib Dem coalition.","Die SNP-Regierung in Schottland ist – bemerkenswerterweise – die erfolgreichste politische Bewegung gegen die Sparpolitik in Europa und hat 2011 eine spektakuläre Mehrheit aufgrund der Ablehnung der vorgeschlagenen (und vorgenommenen) Kürzungen gewonnen, die der Labour-Finanzminister Alistair Darling und die nachfolgende Tory-Lib Dem-Koalition zu verantworten hatten.","Die schottische SNP-Regierung ist – bemerkenswert – die erfolgreichste anti-Austerity-Bewegung Europas und hat im Jahr 2101 eine spektakuläre Mehrheit bei der Wahl gewonnen, indem sie die Kürzungen vorgeschlagen und umgesetzt von der Labour-Chancengalerie Alastair Darling und der anschließenden Konservativ-Libertären Koalition geteilt wurde.",,
1729,It would be ridiculous now for Scotland to vote for independence only to accept austerity imposed by Berlin and Brussels.,"Es wäre für Schottland lächerlich, sich jetzt für eine Unabhängigkeit zu entscheiden, nur um dann von Berlin und Brüssel eine Sparpolitik aufgezwungen zu bekommen.","Es wäre absurd, jetzt für Schottland, für die Unabhängigkeit zu stimmen, nur um unter den Druck von Berlin und Brüssel gebracht zu werden.",,
1730,Early puberty: Growing older sooner,Frühe Pubertät: Schneller erwachsen werden,Frühes Wachstum: Frühere Entwicklung,,
1731,"African-American and Hispanic girls tend to reach puberty earlier than their white counterparts, research shows.","Afroamerikanische und hispanische Mädchen erreichen tendenziell eher die Pubertät als ihre weißen Altersgenossinnen, wie Untersuchungen zeigen.",Afrikaner- und Hispanic-mädchen erreichen im Allgemeinen früher das Pubertätstadium als weiße Mädchen.,,
1732,Physical changes don't mean puberty is imminent,Körperliche Veränderungen bedeuten noch nicht unmittelbar die Pubertät,"Physikalische Veränderungen bedeuten, dass Pubertät nicht unmittelbar bevorsteht.",,
1733,There's no evidence that hormones or other chemicals are to blame,"Es gibt keinen Beleg dafür, dass Hormone oder andere Chemikalien verantwortlich sind","Es gibt keine Beweise dafür, dass Hormone oder andere Chemikalien dafür verantwortlich sind.",,
1734,Experts think the obesity epidemic might be one trigger of early puberty,"Experten glauben, die epidemische Fettleibigkeit sei ein Auslöser der frühen Pubertät","Die Experten glauben, dass die Übergangsindrome eine mögliche Auslöser für frühe Pubertät sein könnten.",,
1735,The trend toward early puberty is not as pronounced with boys,Der Trend zur frühen Pubertät ist weniger ausgeprägt bei Jungen,Die Tendenz zur frühzeitigen Pubertät ist bei Jungen weniger ausgeprägt.,,
1736,Former CNN correspondent Pat Etheridge is a journalist specializing in children's health and family issues.,"Die frühere CNN-Korrespondentin Pat Etheridge ist eine Journalist, die sich auf Kindergesundheit und Familienthemen spezialisiert hat.",Pat Etheridge war früher als CNN-Redakteurin spezialisiert auf Kindergesundheit und Familienangelegenheiten.,,
1737,Should a mother be alarmed if her daughter begins to sprout breast buds and pubic hair at 7 or 8?,"Sollte eine Mutter besorgt sein, wenn ihrer Tochter schon im Alter von sieben oder acht Jahren Brüste und Schamhaare wachsen?","Soll eine Mutter beunruhigt sein, wenn ihre Tochter bereits Brustspitzen und Pubertät um die 7 oder 8 Jahre beginnt?",,
1738,"At the annual conference of the American Academy of Pediatrics this week in Orlando, Florida, pediatric endocrinologist Dr. Paul Kaplowitz explained that these early physical changes are quite common among American girls and represent a new norm.","Bei der jährlichen Konferenz des Kinderärzteverbandes American Academy of Pediatrics diese Woche in Orlando, Florida, erklärte der pädiatrische Endokrinologe Dr. Paul Kaplowitz, dass diese frühen körperlichen Veränderungen relativ normal unter amerikanischen Mädchen seien und eine neue Norm darstellten.","Bei der jährlichen Konferenz der amerikanischen Kinder- und Jugendendokrinologie-Gesellschaft inOrlando, Florida erklärte der/die pediatrische Endokrinologe/Ärztin Paul Kaprowitz, dass diese frühen körperlichen Veränderungen bei amerikanischen Mädchen weit verbreitet sind und einen neuen Normzustand darstellen.",,
1739,"""I spend a lot of time reassuring parents -- usually, this does not signal a rapid progression into full puberty,"" said Kaplowitz.","„Ich verbringe viel Zeit damit, Eltern zu beruhigen – normalerweise ist das kein Anzeichen dafür, dass nun schnell die Pubertät eintritt“, erläuterte Kaplowitz.","Kaplowitz sagte: „Ich verbringe viel Zeit damit, Eltern zu beruhigen – meistens deutet dies jedoch nicht auf einen schnellen Übergang in die Pubertät hin.“",,
1740,"Obvious signs of development, such as budding breasts, pubic and underarm hair and body odor are appearing sooner in girls.","Offensichtliche Anzeigen der Entwicklung, wie zum Beispiel wachsende Brüste, Scham- und Achselhaare sowie Körpergeruch, zeigen sich bei Mädchen früher.","Ausgeprägte Entwicklungszeichen, wie z.B. aufsteigende Brüste, pubische und unterarmige Haare und Körpergeruch, treten bei Mädchen früher auf.",,
1741,But there has been only a slight shift in the age of menarche (the first period) over the past four decades.,Dennoch es gab nur eine leichte Verschiebung beim Alter der Menarche (Auftreten der ersten Regelblutung) in den letzten 40 Jahren.,Es gab lediglich eine geringfügige Veränderung im Alter des Menstruationsbeginns über die letzten vier Jahrzehnte.,,
1742,"In the United States, the average age is 12.5 years, down from 12.75 in 1970.","In den Vereinigten Staaten liegt das Durchschnittsalter bei 12,5 Jahren, etwas weniger als 12,75 im Jahr 1970.","In den Vereinigten Staaten beträgt das Durchschnittsalter 13,5 Jahre, was 0,25 Jahre weniger als im Jahr 2019 beträgt.",,
1743,"""Once breasts begin to develop, it takes at least two to three years before menarche,"" said Kaplowitz, also author of ""Early Puberty in Girls: The Essential Guide to Coping with This Common Problem.""","„Wenn die Entwicklung der Brüste beginnt, dauert es noch mindestens zwei bis drei Jahre bis zur Menarche“, sagte Kaplowitz, auch Autor des Buchs „Frühe Pubertät bei Mädchen: Der essentielle Ratgeber zum Umgang mit diesem häufig auftretenden Problem“.","""Sobald die Brüste beginnen zu wachsen, dauert es mindestens zwei bis drei Jahre, bis Menarche eint.""",,
1744,Time is the most accurate test of how puberty is going to progress.,"Zeit ist der genaueste Test, wie die Pubertät voranschreitet.","Die Zeit ist der genaueste Test dafür, wie sich die Pubertät entwickeln wird.",,
1745,"There is debate about what constitutes the actual onset of puberty, but it is considered ""precocious"" when breast enlargement is accompanied by a growth spurt before age 8.","Es ist umstritten, was tatsächlich den Beginn der Pubertät darstellt, doch gilt es „frühreif“, wenn die Brustvergrößerung von einem Wachstumsschub vor einem Alter von acht Jahren begleitet wird.","Es gibt eine Debatte darüber, was den tatsächlichen Beginn der Pubertät ausmacht, aber es wird als ""vorzeitig"" bezeichnet, wenn Brustwachstum mit einem Wachstumsanstieg vor dem Alter 8 beobachtet wird.",,
1746,"In most cases, the process will slow down or stall -- something a pediatrician can monitor closely.","In den meisten Fällen verlangsamt sich der Prozess oder stagniert – etwas, das ein Kinderarzt genau überwachen kann.",In den meisten Fällen verlangsamt sich oder stoppt der Prozess. Dies wird von einem Kinderarzt genau beobachtet.,,
1747,A more rapid progression may warrant tests by an endocrinologist to rule out serious problems such as tumors or cysts.,"Bei schnellerem Voranschreiten könnten Tests durch einen Endikronologen angezeigt sein, damit ernste Probleme wie Tumore oder Zysten ausgeschlossen werden können.","Eine schnellere Entwicklung kann von einem Endokrinologen untersucht werden, um ernsthafte Probleme wie Tumore oder Geschwüre auszuschließen.",,
1748,There are treatments to delay early menses and ward off another consequence: premature aging of the bones that ultimately can lead to stunted growth and being short as an adult.,"Es gibt Behandlungsmethoden zum Verzögern einer frühen Menstruation und der Abwehr einer anderen Folge: der vorzeitigen Alterung der Knochen, die ultimativ zu Wachstumshemmung und damit kleinem Körperwuchs bei Erwachsenen führen kann.","Es gibt Behandlungen, um die Menstruationsverzögerung zu ermöglichen und weitere negative Folgen abzuwenden: vorzeitige Alterung der Knochen, die letztendlich zu eingeschränktem Wachstum und einem kurzen Wachstum führen können.",,
1749,"Recommendations for drug or hormone therapy are based on the child's age, rate of development, growth rate and emotional maturity.","Die Empfehlungen für eine medikamentöse oder hormonelle Therapie orientieren sich am Alter des Kindes, der Entwicklungsgeschwindigkeit, der Wachstumsrate und der emotionalen Reife.","Empfehlungen zur medikamentösen oder hormonellen Therapie basieren auf dem Alter des Kindes, seinem Entwicklungsverlauf, seiner Wachstumsrate und seiner emotionalen Reife.",,
1750,"Psychosocial aspects are important, too.",Psychosoziale Aspekte sind ebenfalls wichtig.,Psychische Aspekte sind ebenfalls wichtig.,,
1751,"Kaplowitz is cautious with medication but acknowledges, ""suppressing puberty may alleviate behavioral issues and girls' feelings of being different from peers.""","Kaplowitz ist zurückhaltend, was Medikamente angeht, aber er räumt ein: „Das Unterdrücken der Pubertät kann Verhaltensprobleme und die Gefühle von Mädchen mildern, anders als ihre Altersgenossinnen zu sein.“","Kapłowitz ist vorsichtig mit Medikamenten, aber erkennt an, „die Pubertät unterdrücken kann Verhaltensprobleme und das Gefühl von Andersartigkeit bei Gleichaltrigen lindern“.",,
1752,The other big issue is understandable: Parents simply don't want their very young daughters having periods.,"Das andere große Problem ist verständlich: Eltern möchten einfach nicht, dass ihre sehr jungen Töchter die Periode haben.","Das andere große Problem ist, dass Eltern einfach nicht wollen, dass ihre jungen Töchter menstruationen haben.",,
1753,"""They worry about the risk of pregnancy or even how they will handle hygiene,"" said Kaplowitz.","„Sie sorgen sich wegen des Schwangerschaftsrisikos oder darüber, wie sie die hygienische Seite handhaben“, sagte Kaplowitz.",Sie befürchten die Gefahr einer Schwangerschaft oder wie sie mit Hygiene umgehen werden.,,
1754,"""It was a shock,"" recalls one woman whose daughter started her period at 10.","„Es war ein Schock“, erinnert sich eine Frau, deren Tochter mit zehn ihre Tage bekommen hat.","“Es war ein Schock,” erinnert eine Frau, deren Tochter um die 12 Jahre ihren ersten Blutungen litt.",,
1755,"Even though there were signs and we had talked about menstruation, she was not emotionally prepared.","Auch wenn es erste Anzeichen gab und wir über Menstruation gesprochen hatten, war sie emotional nicht vorbereitet.","Obwohl Anzeichen waren und wir über Menstruation gesprochen hatten, war sie nicht emotional vorbereitet.",,
1756,She came home from school scared and upset to be the first among her friends.,"Sie kam verängstigt und aufgeregt von der Schule nach Hause, weil sie die erste in ihrem Freundeskreis war.","Sie kam nach Hause von der Schule, erschrocken und traurig, als die erste among ihren Freunden war.",,
1757,There are lots of well-publicized theories about the causes of precocious puberty.,Es gibt viele umfassend publizierte Theorien über die Ursachen frühzeitiger Pubertät.,Es gibt viele gut berichtete Theorien über die Ursachen der frühen Pubertät.,,
1758,"Yet, there's no consistent body of evidence that hormones in milk or other foods, chemicals in the environment or sexual messages in the media are to blame.","Doch es liegen keine schlüssigen Beweise dafür vor, dass Hormone in Milch oder anderen Nahrungsmitteln, Chemikalien in der Umwelt oder sexuelle Botschaften in den Medien ursächlich wären.","Es gibt keine konsistenten Beweise, die Hormone in Milch oder anderen Lebensmitteln, Chemikalien in der Umwelt oder sexuelle Botschaften in den Medien dafür verantwortlich machen.",,
1759,Boys - like girls - are hitting puberty earlier.,Jungen kommen ähnlich wie Mädchen früher in die Pubertät.,Jungen - wie Mädchen - treffen früher das Pubertätstadium.,,
1760,Kaplowitz contends the premise that holds the most weight is the epidemic of obesity.,"Kaplowitz ist der Ansicht, die überzeugendste Prämisse sei die Epidemie der Fettleibigkeit.","Kaprowitz argumentiert, dass die Hauptgrundlage die Epidemie von Fettleibigkeit ist.",,
